event_id,vehicle_id,timestamp,odometer_value,engine_status,speed
47,13,2024-03-09 08:23:00,32894.35,True,98.2
48,13,2024-03-09 08:23:30,32894.48,True,15.0
49,13,2024-03-09 08:24:00,32895.24,True,91.3
50,13,2024-03-09 08:24:30,32895.42,True,22.6
51,13,2024-03-09 08:25:00,32896.23,True,97.0
52,13,2024-03-09 08:25:30,32896.23,False,0.0
53,13,2024-03-09 08:26:00,32896.38,True,18.2
54,13,2024-03-09 08:26:30,32897.07,True,82.4
55,13,2024-03-09 08:27:00,32897.6,True,63.3
56,13,2024-03-09 08:27:30,32898.23,True,75.4
57,13,2024-03-09 08:28:00,32898.23,False,0.0
58,13,2024-03-09 08:28:30,32898.53,True,36.8
59,13,2024-03-09 08:29:00,32899.28,True,89.1
60,13,2024-03-09 08:29:30,32900.07,True,95.4
61,13,2024-03-09 08:30:00,32900.74,True,80.4
62,13,2024-03-09 08:30:30,32901.16,True,50.0
63,13,2024-03-09 08:31:00,32901.19,True,3.7
64,13,2024-03-09 08:31:30,32901.37,True,21.3
65,13,2024-03-09 08:32:00,32901.95,True,70.6
66,13,2024-03-09 08:32:30,32902.01,True,6.1
67,13,2024-03-09 08:33:00,32902.39,True,46.2
68,13,2024-03-09 08:33:30,32902.95,True,66.9
69,13,2024-03-09 08:34:00,32903.41,True,55.1
70,13,2024-03-09 08:34:30,32904.08,True,81.0
71,13,2024-03-09 08:35:00,32904.08,False,0.0
72,13,2024-03-09 08:35:30,32904.67,True,70.9
73,13,2024-03-09 08:36:00,32904.71,True,4.2
74,13,2024-03-09 08:36:30,32904.83,True,15.2
75,13,2024-03-09 08:37:00,32905.08,True,29.0
76,13,2024-03-09 08:37:30,32905.58,True,60.4
77,13,2024-03-09 08:38:00,32906.15,True,68.4
78,13,2024-03-09 08:38:30,32906.15,False,0.0
79,13,2024-03-09 08:39:00,32906.89,True,89.2
80,13,2024-03-09 08:39:30,32906.89,False,0.0
81,13,2024-03-09 08:40:00,32907.14,True,29.3
82,13,2024-03-09 08:40:30,32907.53,True,47.7
83,13,2024-03-09 08:41:00,32908.25,True,85.4
84,13,2024-03-09 08:41:30,32908.9,True,78.9
85,13,2024-03-09 08:42:00,32909.56,True,78.4
86,13,2024-03-09 08:42:30,32910.28,True,86.9
87,13,2024-03-09 08:43:00,32910.72,True,52.8
88,13,2024-03-09 08:43:30,32911.54,True,98.6
89,13,2024-03-09 08:44:00,32912.05,True,60.9
90,13,2024-03-09 08:44:30,32912.86,True,96.5
91,13,2024-03-09 08:45:00,32913.63,True,92.7
92,13,2024-03-09 08:45:30,32914.19,True,67.1
93,13,2024-03-09 08:46:00,32914.38,True,22.8
94,13,2024-03-09 08:46:30,32914.53,True,17.8
95,13,2024-03-09 08:47:00,32915.33,True,96.5
96,13,2024-03-09 08:47:30,32915.78,True,54.4
97,13,2024-03-09 08:48:00,32916.23,True,53.5
98,13,2024-03-09 08:48:30,32916.23,False,0.0
99,13,2024-03-09 08:49:00,32916.24,True,1.1
100,13,2024-03-09 08:49:30,32916.98,True,89.1
101,13,2024-03-09 08:50:00,32917.49,True,61.5
102,13,2024-03-09 08:50:30,32917.49,False,0.0
103,13,2024-03-09 08:51:00,32917.99,True,59.3
104,13,2024-03-09 08:51:30,32918.79,True,95.9
105,13,2024-03-09 08:52:00,32918.81,True,3.2
106,13,2024-03-09 08:52:30,32919.34,True,63.6
107,13,2024-03-09 08:53:00,32919.52,True,20.6
108,13,2024-03-09 08:53:30,32920.3,True,94.4
109,13,2024-03-09 08:54:00,32921.02,True,85.9
110,13,2024-03-09 08:54:30,32921.44,True,51.2
111,13,2024-03-09 08:55:00,32921.65,True,24.1
112,13,2024-03-09 08:55:30,32921.65,False,0.0
113,13,2024-03-09 08:56:00,32922.37,True,86.7
114,13,2024-03-09 08:56:30,32922.82,True,54.4
115,13,2024-03-09 08:57:00,32923.18,True,42.4
116,13,2024-03-09 08:57:30,32923.44,True,32.0
117,13,2024-03-09 08:58:00,32923.44,False,0.0
118,13,2024-03-09 08:58:30,32923.51,True,7.6
119,13,2024-03-09 08:59:00,32923.52,True,1.7
120,13,2024-03-09 08:59:30,32924.2,True,81.9
121,13,2024-03-09 09:00:00,32924.44,True,28.0
122,14,2024-05-14 07:00:00,11903.36,False,0.0
123,14,2024-05-14 07:00:30,11903.36,False,0.0
124,14,2024-05-14 07:01:00,11904.04,True,81.0
125,14,2024-05-14 07:01:30,11904.68,True,76.4
126,14,2024-05-14 07:02:00,11904.76,True,10.2
127,14,2024-05-14 07:02:30,11905.43,True,80.5
128,14,2024-05-14 07:03:00,11906.24,True,97.4
129,14,2024-05-14 07:03:30,11906.56,True,37.8
130,14,2024-05-14 07:04:00,11906.59,True,3.4
131,14,2024-05-14 07:04:30,11907.14,True,65.9
132,14,2024-05-14 07:05:00,11907.65,True,62.0
133,14,2024-05-14 07:05:30,11908.1,True,53.5
134,14,2024-05-14 07:06:00,11908.1,False,0.0
135,14,2024-05-14 07:06:30,11908.11,True,1.9
136,14,2024-05-14 07:07:00,11908.54,True,51.1
137,14,2024-05-14 07:07:30,11909.28,True,89.5
138,14,2024-05-14 07:08:00,11909.79,True,60.1
139,14,2024-05-14 07:08:30,11910.57,True,94.2
140,14,2024-05-14 07:09:00,11910.68,True,12.9
141,14,2024-05-14 07:09:30,11910.68,False,0.0
142,14,2024-05-14 07:10:00,11911.15,True,56.1
143,14,2024-05-14 07:10:30,11911.79,True,77.2
144,14,2024-05-14 07:11:00,11911.98,True,22.7
145,14,2024-05-14 07:11:30,11912.44,True,55.0
146,14,2024-05-14 07:12:00,11912.44,False,0.0
147,14,2024-05-14 07:12:30,11912.78,True,41.1
148,14,2024-05-14 07:13:00,11912.78,False,0.0
149,14,2024-05-14 07:13:30,11912.87,True,10.7
150,14,2024-05-14 07:14:00,11913.64,True,92.4
151,14,2024-05-14 07:14:30,11914.22,True,69.9
152,14,2024-05-14 07:15:00,11914.22,False,0.0
153,14,2024-05-14 07:15:30,11914.33,True,12.5
154,14,2024-05-14 07:16:00,11914.89,True,67.7
155,14,2024-05-14 07:16:30,11915.62,True,88.0
156,14,2024-05-14 07:17:00,11915.62,False,0.0
157,14,2024-05-14 07:17:30,11915.78,True,18.7
158,14,2024-05-14 07:18:00,11916.27,True,58.5
159,14,2024-05-14 07:18:30,11916.49,True,27.1
160,14,2024-05-14 07:19:00,11916.71,True,26.4
161,14,2024-05-14 07:19:30,11917.05,True,40.0
162,14,2024-05-14 07:20:00,11917.05,False,0.0
163,14,2024-05-14 07:20:30,11917.05,False,0.0
164,14,2024-05-14 07:21:00,11917.05,False,0.0
165,14,2024-05-14 07:21:30,11917.19,True,17.7
166,14,2024-05-14 07:22:00,11917.24,True,5.3
167,14,2024-05-14 07:22:30,11917.93,True,82.7
168,14,2024-05-14 07:23:00,11918.16,True,27.7
169,14,2024-05-14 07:23:30,11918.21,True,6.6
170,14,2024-05-14 07:24:00,11918.99,True,93.8
171,14,2024-05-14 07:24:30,11919.66,True,80.4
172,14,2024-05-14 07:25:00,11920.15,True,58.8
173,14,2024-05-14 07:25:30,11920.3,True,17.7
174,14,2024-05-14 07:26:00,11920.4,True,11.4
175,14,2024-05-14 07:26:30,11920.63,True,27.9
176,14,2024-05-14 07:27:00,11920.68,True,6.1
177,14,2024-05-14 07:27:30,11921.11,True,51.2
178,14,2024-05-14 07:28:00,11921.64,True,63.8
179,14,2024-05-14 07:28:30,11921.73,True,11.4
180,14,2024-05-14 07:29:00,11921.73,False,0.0
181,14,2024-05-14 07:29:30,11921.73,False,0.0
182,14,2024-05-14 07:30:00,11922.14,True,49.4
183,14,2024-05-14 07:30:30,11922.43,True,34.0
184,14,2024-05-14 07:31:00,11922.43,False,0.0
185,14,2024-05-14 07:31:30,11922.8,True,44.2
186,14,2024-05-14 07:32:00,11923.62,True,98.3
187,14,2024-05-14 07:32:30,11923.67,True,6.0
188,14,2024-05-14 07:33:00,11923.67,False,0.0
189,14,2024-05-14 07:33:30,11923.67,False,0.0
190,14,2024-05-14 07:34:00,11924.29,True,74.7
191,14,2024-05-14 07:34:30,11924.76,True,56.9
192,14,2024-05-14 07:35:00,11924.92,True,18.7
193,14,2024-05-14 07:35:30,11925.33,True,49.2
194,14,2024-05-14 07:36:00,11926.06,True,88.5
195,14,2024-05-14 07:36:30,11926.68,True,74.3
196,14,2024-05-14 07:37:00,11926.69,True,0.2
197,14,2024-05-14 07:37:30,11927.04,True,43.0
198,14,2024-05-14 07:38:00,11927.67,True,74.5
199,14,2024-05-14 07:38:30,11928.4,True,88.4
200,14,2024-05-14 07:39:00,11928.4,False,0.0
201,14,2024-05-14 07:39:30,11928.4,False,0.0
202,14,2024-05-14 07:40:00,11928.4,False,0.0
203,14,2024-05-14 07:40:30,11928.77,True,43.8
204,14,2024-05-14 07:41:00,11928.77,False,0.0
205,14,2024-05-14 07:41:30,11928.96,True,22.8
206,14,2024-05-14 07:42:00,11929.54,True,70.2
207,14,2024-05-14 07:42:30,11929.86,True,38.3
208,14,2024-05-14 07:43:00,11930.62,True,91.1
209,14,2024-05-14 07:43:30,11931.3,True,81.7
210,14,2024-05-14 07:44:00,11931.42,True,14.5
211,14,2024-05-14 07:44:30,11931.45,True,3.8
212,14,2024-05-14 07:45:00,11931.59,True,16.2
213,14,2024-05-14 07:45:30,11931.76,True,20.6
214,14,2024-05-14 07:46:00,11932.46,True,83.4
215,14,2024-05-14 07:46:30,11933.11,True,78.5
216,14,2024-05-14 07:47:00,11933.11,False,0.0
217,14,2024-05-14 07:47:30,11933.7,True,70.9
218,14,2024-05-14 07:48:00,11934.4,True,83.7
219,14,2024-05-14 07:48:30,11935.07,True,80.8
220,14,2024-05-14 07:49:00,11935.07,False,0.0
221,14,2024-05-14 07:49:30,11935.72,True,78.2
222,14,2024-05-14 07:50:00,11935.93,True,24.8
223,14,2024-05-14 07:50:30,11935.99,True,6.9
224,14,2024-05-14 07:51:00,11935.99,False,0.0
225,14,2024-05-14 07:51:30,11936.18,True,23.0
226,14,2024-05-14 07:52:00,11936.37,True,23.1
227,30,2024-03-20 07:00:00,2281.23,True,42.7
228,30,2024-03-20 07:00:30,2281.31,True,10.3
229,30,2024-03-20 07:01:00,2281.82,True,60.3
230,30,2024-03-20 07:01:30,2281.98,True,20.1
231,30,2024-03-20 07:02:00,2282.7,True,85.8
232,30,2024-03-20 07:02:30,2282.7,False,0.0
233,30,2024-03-20 07:03:00,2282.81,True,14.0
234,30,2024-03-20 07:03:30,2282.81,False,0.0
235,30,2024-03-20 07:04:00,2283.43,True,74.4
236,30,2024-03-20 07:04:30,2283.83,True,47.3
237,30,2024-03-20 07:05:00,2284.55,True,86.3
238,30,2024-03-20 07:05:30,2284.7,True,17.9
239,30,2024-03-20 07:06:00,2284.71,True,1.3
240,30,2024-03-20 07:06:30,2284.71,False,0.0
241,30,2024-03-20 07:07:00,2284.87,True,19.6
242,30,2024-03-20 07:07:30,2285.68,True,97.6
243,30,2024-03-20 07:08:00,2286.49,True,96.5
244,30,2024-03-20 07:08:30,2287.04,True,66.2
245,30,2024-03-20 07:09:00,2287.04,False,0.0
246,30,2024-03-20 07:09:30,2287.81,True,92.0
247,30,2024-03-20 07:10:00,2287.88,True,8.3
248,30,2024-03-20 07:10:30,2287.88,False,0.0
249,30,2024-03-20 07:11:00,2288.66,True,94.6
250,30,2024-03-20 07:11:30,2288.66,False,0.0
251,30,2024-03-20 07:12:00,2289.4,True,87.7
252,30,2024-03-20 07:12:30,2289.74,True,41.5
253,30,2024-03-20 07:13:00,2289.8,True,7.4
254,30,2024-03-20 07:13:30,2290.4,True,71.5
255,30,2024-03-20 07:14:00,2291.02,True,74.6
256,30,2024-03-20 07:14:30,2291.34,True,38.3
257,30,2024-03-20 07:15:00,2292.11,True,92.7
258,30,2024-03-20 07:15:30,2292.25,True,16.3
259,30,2024-03-20 07:16:00,2292.79,True,65.8
260,30,2024-03-20 07:16:30,2293.25,True,54.5
261,30,2024-03-20 07:17:00,2293.58,True,40.3
262,30,2024-03-20 07:17:30,2293.95,True,44.4
263,30,2024-03-20 07:18:00,2294.64,True,82.2
264,30,2024-03-20 07:18:30,2295.15,True,61.5
265,30,2024-03-20 07:19:00,2295.16,True,0.6
266,30,2024-03-20 07:19:30,2295.84,True,82.4
267,30,2024-03-20 07:20:00,2295.95,True,12.7
268,30,2024-03-20 07:20:30,2295.95,False,0.0
269,30,2024-03-20 07:21:00,2296.77,True,98.2
270,30,2024-03-20 07:21:30,2297.48,True,85.4
271,30,2024-03-20 07:22:00,2297.48,False,0.0
272,30,2024-03-20 07:22:30,2297.48,False,0.0
273,30,2024-03-20 07:23:00,2297.59,True,13.6
274,30,2024-03-20 07:23:30,2298.31,True,86.4
275,30,2024-03-20 07:24:00,2298.5,True,22.8
276,30,2024-03-20 07:24:30,2299.14,True,76.2
277,30,2024-03-20 07:25:00,2299.39,True,30.2
278,30,2024-03-20 07:25:30,2299.6,True,25.9
279,30,2024-03-20 07:26:00,2300.27,True,80.0
280,30,2024-03-20 07:26:30,2300.27,True,0.5
281,30,2024-03-20 07:27:00,2300.6,True,39.0
282,30,2024-03-20 07:27:30,2300.97,True,43.8
283,30,2024-03-20 07:28:00,2301.57,True,72.8
284,30,2024-03-20 07:28:30,2302.1,True,63.2
285,30,2024-03-20 07:29:00,2302.92,True,98.4
286,30,2024-03-20 07:29:30,2303.12,True,23.8
287,30,2024-03-20 07:30:00,2303.14,True,2.8
288,30,2024-03-20 07:30:30,2303.97,True,99.5
289,30,2024-03-20 07:31:00,2304.4,True,51.2
290,30,2024-03-20 07:31:30,2304.56,True,20.0
291,30,2024-03-20 07:32:00,2304.56,False,0.0
292,30,2024-03-20 07:32:30,2305.15,True,70.5
293,30,2024-03-20 07:33:00,2305.49,True,41.2
294,30,2024-03-20 07:33:30,2306.28,True,94.7
295,30,2024-03-20 07:34:00,2307.08,True,95.2
296,30,2024-03-20 07:34:30,2307.4,True,39.2
297,30,2024-03-20 07:35:00,2307.4,False,0.0
298,30,2024-03-20 07:35:30,2307.65,True,29.2
299,30,2024-03-20 07:36:00,2307.74,True,11.1
300,30,2024-03-20 07:36:30,2308.11,True,44.5
301,30,2024-03-20 07:37:00,2308.11,False,0.0
302,30,2024-03-20 07:37:30,2308.94,True,99.3
303,30,2024-03-20 07:38:00,2309.03,True,11.5
304,30,2024-03-20 07:38:30,2309.83,True,95.7
305,30,2024-03-20 07:39:00,2310.14,True,37.6
306,30,2024-03-20 07:39:30,2310.6,True,55.2
307,30,2024-03-20 07:40:00,2311.09,True,58.6
308,30,2024-03-20 07:40:30,2311.34,True,30.2
309,30,2024-03-20 07:41:00,2311.47,True,15.8
310,30,2024-03-20 07:41:30,2311.97,True,59.8
311,30,2024-03-20 07:42:00,2311.97,False,0.0
312,30,2024-03-20 07:42:30,2311.97,False,0.0
313,30,2024-03-20 07:43:00,2312.77,True,95.4
314,30,2024-03-20 07:43:30,2313.55,True,94.1
315,30,2024-03-20 07:44:00,2313.89,True,41.1
316,30,2024-03-20 07:44:30,2313.89,False,0.0
317,30,2024-03-20 07:45:00,2314.49,True,71.5
318,30,2024-03-20 07:45:30,2315.09,True,71.4
319,30,2024-03-20 07:46:00,2315.47,True,46.8
320,30,2024-03-20 07:46:30,2315.72,True,29.5
321,30,2024-03-20 07:47:00,2316.19,True,55.8
322,30,2024-03-20 07:47:30,2316.23,True,4.8
323,30,2024-03-20 07:48:00,2316.78,True,66.3
324,30,2024-03-20 07:48:30,2317.08,True,36.2
325,30,2024-03-20 07:49:00,2317.08,False,0.0
326,30,2024-03-20 07:49:30,2317.69,True,73.0
327,30,2024-03-20 07:50:00,2317.75,True,7.7
328,30,2024-03-20 07:50:30,2318.32,True,67.5
329,30,2024-03-20 07:51:00,2318.94,True,75.3
330,30,2024-03-20 07:51:30,2318.94,False,0.0
331,30,2024-03-20 07:52:00,2319.25,True,36.7
332,30,2024-03-20 07:52:30,2319.25,False,0.0
333,30,2024-03-20 07:53:00,2319.3,True,6.7
334,30,2024-03-20 07:53:30,2319.36,True,6.2
335,30,2024-03-20 07:54:00,2320.06,True,84.9
336,30,2024-03-20 07:54:30,2320.38,True,37.8
337,30,2024-03-20 07:55:00,2320.85,True,57.2
338,30,2024-03-20 07:55:30,2320.89,True,4.4
339,30,2024-03-20 07:56:00,2320.89,False,0.0
340,30,2024-03-20 07:56:30,2321.51,True,74.7
341,30,2024-03-20 07:57:00,2321.74,True,26.8
342,30,2024-03-20 07:57:30,2322.5,True,92.0
343,30,2024-03-20 07:58:00,2322.97,True,56.5
344,30,2024-03-20 07:58:30,2323.0,True,2.8
345,30,2024-03-20 07:59:00,2323.76,True,91.1
346,30,2024-03-20 07:59:30,2324.49,True,88.2
347,30,2024-03-20 08:00:00,2324.91,True,50.3
348,30,2024-03-20 08:00:30,2325.62,True,85.6
349,30,2024-03-20 08:01:00,2325.93,True,37.0
350,30,2024-03-20 08:01:30,2326.6,True,80.2
351,30,2024-03-20 08:02:00,2327.0,True,48.6
352,30,2024-03-20 08:02:30,2327.05,True,5.1
353,30,2024-03-20 08:03:00,2327.54,True,59.6
354,30,2024-03-20 08:03:30,2327.77,True,27.6
355,30,2024-03-20 08:04:00,2328.13,True,43.2
356,30,2024-03-20 08:04:30,2328.74,True,73.0
357,44,2024-04-18 06:00:00,21247.97,True,80.8
358,44,2024-04-18 06:00:30,21248.25,True,33.4
359,44,2024-04-18 06:01:00,21248.57,True,38.8
360,44,2024-04-18 06:01:30,21248.57,False,0.0
361,44,2024-04-18 06:02:00,21248.64,True,7.8
362,44,2024-04-18 06:02:30,21249.19,True,66.0
363,44,2024-04-18 06:03:00,21249.38,True,23.3
364,44,2024-04-18 06:03:30,21250.02,True,76.2
365,44,2024-04-18 06:04:00,21250.25,True,27.5
366,44,2024-04-18 06:04:30,21250.47,True,26.2
367,44,2024-04-18 06:05:00,21250.51,True,5.9
368,44,2024-04-18 06:05:30,21251.34,True,98.9
369,44,2024-04-18 06:06:00,21251.45,True,13.9
370,44,2024-04-18 06:06:30,21252.29,True,99.7
371,44,2024-04-18 06:07:00,21252.59,True,36.2
372,44,2024-04-18 06:07:30,21253.06,True,56.5
373,44,2024-04-18 06:08:00,21253.46,True,48.2
374,44,2024-04-18 06:08:30,21253.46,False,0.0
375,44,2024-04-18 06:09:00,21253.46,False,0.0
376,44,2024-04-18 06:09:30,21253.5,True,4.4
377,44,2024-04-18 06:10:00,21253.92,True,51.1
378,44,2024-04-18 06:10:30,21254.22,True,36.0
379,44,2024-04-18 06:11:00,21254.22,False,0.0
380,44,2024-04-18 06:11:30,21254.76,True,65.0
381,44,2024-04-18 06:12:00,21254.76,False,0.0
382,44,2024-04-18 06:12:30,21254.83,True,8.2
383,44,2024-04-18 06:13:00,21255.08,True,29.4
384,44,2024-04-18 06:13:30,21255.45,True,45.3
385,44,2024-04-18 06:14:00,21255.73,True,33.5
386,44,2024-04-18 06:14:30,21255.85,True,13.8
387,44,2024-04-18 06:15:00,21256.42,True,68.4
388,44,2024-04-18 06:15:30,21256.42,False,0.0
389,44,2024-04-18 06:16:00,21256.58,True,19.6
390,44,2024-04-18 06:16:30,21257.03,True,54.4
391,44,2024-04-18 06:17:00,21257.69,True,79.0
392,44,2024-04-18 06:17:30,21258.01,True,38.1
393,44,2024-04-18 06:18:00,21258.7,True,82.3
394,44,2024-04-18 06:18:30,21258.8,True,12.4
395,44,2024-04-18 06:19:00,21258.86,True,7.1
396,44,2024-04-18 06:19:30,21259.13,True,32.5
397,44,2024-04-18 06:20:00,21259.82,True,82.9
398,44,2024-04-18 06:20:30,21260.21,True,46.4
399,44,2024-04-18 06:21:00,21260.93,True,86.5
400,44,2024-04-18 06:21:30,21260.93,False,0.0
401,44,2024-04-18 06:22:00,21260.93,False,0.0
402,44,2024-04-18 06:22:30,21261.25,True,38.4
403,44,2024-04-18 06:23:00,21261.25,False,0.0
404,44,2024-04-18 06:23:30,21261.63,True,46.4
405,44,2024-04-18 06:24:00,21261.93,True,35.7
406,44,2024-04-18 06:24:30,21261.93,False,0.0
407,44,2024-04-18 06:25:00,21262.64,True,85.5
408,44,2024-04-18 06:25:30,21263.16,True,61.4
409,44,2024-04-18 06:26:00,21263.28,True,14.3
410,44,2024-04-18 06:26:30,21263.32,True,5.8
411,44,2024-04-18 06:27:00,21263.56,True,28.8
412,44,2024-04-18 06:27:30,21264.21,True,77.2
413,44,2024-04-18 06:28:00,21264.96,True,90.5
414,44,2024-04-18 06:28:30,21265.32,True,42.6
415,44,2024-04-18 06:29:00,21265.67,True,41.9
416,44,2024-04-18 06:29:30,21266.04,True,45.0
417,44,2024-04-18 06:30:00,21266.85,True,96.7
418,44,2024-04-18 06:30:30,21267.01,True,19.9
419,44,2024-04-18 06:31:00,21267.47,True,54.4
420,44,2024-04-18 06:31:30,21267.87,True,48.9
421,44,2024-04-18 06:32:00,21267.87,False,0.0
422,44,2024-04-18 06:32:30,21268.56,True,82.6
423,44,2024-04-18 06:33:00,21269.34,True,93.4
424,44,2024-04-18 06:33:30,21269.44,True,11.6
425,44,2024-04-18 06:34:00,21269.57,True,15.4
426,44,2024-04-18 06:34:30,21269.79,True,27.1
427,44,2024-04-18 06:35:00,21270.41,True,74.1
428,44,2024-04-18 06:35:30,21270.8,True,46.8
429,44,2024-04-18 06:36:00,21270.9,True,12.3
430,44,2024-04-18 06:36:30,21271.38,True,57.3
431,44,2024-04-18 06:37:00,21271.49,True,13.6
432,44,2024-04-18 06:37:30,21272.13,True,77.0
433,44,2024-04-18 06:38:00,21272.8,True,79.6
434,44,2024-04-18 06:38:30,21273.22,True,50.7
435,44,2024-04-18 06:39:00,21273.77,True,65.5
436,44,2024-04-18 06:39:30,21274.35,True,70.6
437,44,2024-04-18 06:40:00,21274.35,False,0.0
438,44,2024-04-18 06:40:30,21274.61,True,31.1
439,44,2024-04-18 06:41:00,21275.44,True,99.6
440,44,2024-04-18 06:41:30,21275.57,True,15.1
441,44,2024-04-18 06:42:00,21276.08,True,61.0
442,44,2024-04-18 06:42:30,21276.08,False,0.0
443,44,2024-04-18 06:43:00,21276.11,True,3.7
444,44,2024-04-18 06:43:30,21276.8,True,82.5
445,44,2024-04-18 06:44:00,21276.98,True,22.5
446,44,2024-04-18 06:44:30,21277.0,True,2.4
447,44,2024-04-18 06:45:00,21277.0,False,0.0
448,44,2024-04-18 06:45:30,21277.32,True,38.0
449,44,2024-04-18 06:46:00,21277.95,True,76.1
450,44,2024-04-18 06:46:30,21277.95,False,0.0
451,44,2024-04-18 06:47:00,21278.09,True,16.8
452,44,2024-04-18 06:47:30,21278.33,True,28.0
453,44,2024-04-18 06:48:00,21278.63,True,36.0
454,44,2024-04-18 06:48:30,21278.91,True,34.3
455,44,2024-04-18 06:49:00,21279.03,True,13.6
456,44,2024-04-18 06:49:30,21279.55,True,63.1
457,44,2024-04-18 06:50:00,21279.55,False,0.0
458,44,2024-04-18 06:50:30,21279.7,True,17.8
459,44,2024-04-18 06:51:00,21279.7,False,0.0
460,44,2024-04-18 06:51:30,21279.7,False,0.0
461,44,2024-04-18 06:52:00,21279.97,True,32.1
462,44,2024-04-18 06:52:30,21279.97,False,0.0
463,44,2024-04-18 06:53:00,21279.99,True,2.5
464,44,2024-04-18 06:53:30,21280.75,True,91.3
465,44,2024-04-18 06:54:00,21280.78,True,3.4
466,44,2024-04-18 06:54:30,21280.99,True,25.6
467,44,2024-04-18 06:55:00,21280.99,False,0.0
468,44,2024-04-18 06:55:30,21281.49,True,59.9
469,44,2024-04-18 06:56:00,21281.49,False,0.0
470,44,2024-04-18 06:56:30,21281.9,True,49.1
471,44,2024-04-18 06:57:00,21282.41,True,61.6
472,44,2024-04-18 06:57:30,21283.11,True,83.3
473,44,2024-04-18 06:58:00,21283.77,True,79.4
474,44,2024-04-18 06:58:30,21284.12,True,41.4
475,44,2024-04-18 06:59:00,21284.22,True,12.7
476,44,2024-04-18 06:59:30,21284.59,True,44.3
477,44,2024-04-18 07:00:00,21284.59,False,0.0
478,44,2024-04-18 07:00:30,21284.59,False,0.0
479,44,2024-04-18 07:01:00,21285.28,True,83.3
480,44,2024-04-18 07:01:30,21285.72,True,52.4
481,44,2024-04-18 07:02:00,21285.72,False,0.0
482,44,2024-04-18 07:02:30,21286.42,True,83.3
483,48,2024-05-01 06:00:00,38870.69,True,76.1
484,48,2024-05-01 06:00:30,38870.69,False,0.0
485,48,2024-05-01 06:01:00,38870.82,True,16.2
486,48,2024-05-01 06:01:30,38871.16,True,39.7
487,48,2024-05-01 06:02:00,38871.88,True,87.3
488,48,2024-05-01 06:02:30,38871.88,False,0.0
489,48,2024-05-01 06:03:00,38871.93,True,5.3
490,48,2024-05-01 06:03:30,38872.11,True,22.4
491,48,2024-05-01 06:04:00,38872.34,True,26.9
492,48,2024-05-01 06:04:30,38872.39,True,5.9
493,48,2024-05-01 06:05:00,38872.46,True,9.0
494,48,2024-05-01 06:05:30,38872.53,True,8.2
495,48,2024-05-01 06:06:00,38872.65,True,14.4
496,48,2024-05-01 06:06:30,38872.92,True,32.0
497,48,2024-05-01 06:07:00,38872.92,False,0.0
